Unnamed: 0;name;rating;review;reply;useful;urgent
1450;Asmus;5;Rigtig god oplevelse!  Sælger (Emil) valgte at løse, hvad der ellers kunne have været en langtrukken konflikt, på en yderst hæderlig måde.;Hej Asmus. Tak for din pæne anmeldelse. Hvor er det skønt at høre, du har haft en god oplevelse hos vores bilrådgiver Emil. Dejligt han kunne hjælpe med at løse problemet hurtigst muligt på en hæderlig manér. Du må have en dejlig dag.  Mvh [virksomhed] ;1;0
1451;Kenan;5;Har købt bil ved Aunsbjerg biler. Utrolig god service hos sælgeren Medin som var super imødekommende.;Hej Kenan Tusinde tak for din anmeldelse. Vi er glade for at høre, du har haft en god oplevelse hos vores bilrådgiver Medin. Tak for handlen. Vi håber, du er blevet rigtig glad for din nye bil.  Mvh [virksomhed] ;0;0
1452;Lystfiskeren;5;Super service;Kære Kunde  Tak for din anmeldelse. Vi er glade for at høre, du har været tilfreds med din oplevelse hos os.  Tak fordi du valgte [virksomhed]. Vi håber, vi kan hjælpe igen en anden gang.  Rigtig god dag til dig  Mvh [virksomhed] ;0;0
1453;ND;5;Super hurtig kompetent service;Kære Kunde  Tak for din anmeldelse. Vi er glade for at høre, du har været tilfreds med din oplevelse hos os.  Tak fordi du valgte [virksomhed]. Vi håber, vi kan hjælpe igen en anden gang.  Rigtig god dag til dig  Mvh [virksomhed] ;0;0
1454;kunde;5;Behagelig sælger. God at snakke med og god til at forklare de forskellige ting omkring bilkøbet.;Kære kunde  Tak for din anmeldelse. Dejligt du har haft en god oplevelse hos en af vores bilrådgivere. Vi håber,  I sammen fandt den helt rigtige løsning til dig.  God dag Mvh [virksomhed] ;0;0
1455;Christoffer;5;Vi købte en id.4 hos Aunsbjerg i Aarhus. Medin ydede en yderst god service. Han var troværdig og tilstede hele vejen i gennem købet.;Hej Kristoffer Tak for din anmeldelse. Vi er glade for at høre, det har været en fornøjelse at købe jeres nye ID.4 hos vores bilrådgiver Medin. Dejligt han kunne hjælpe jer med en god service og oplevelse.  Tak fordi I valgte at handle hos os. Vi håber, I er blevet rigtig glade for jeres nye bil.  Mvh [virksomhed];0;0
1456;Jan;5;Vi har været godt betjent af Emil Sørensen. Odense afd. i fm. Levering og køb af ny bil. Vi hsr været godt betjent;Hej Jan Tusinde tak for din anmeldelse. Vi er glade for at høre, I har haft en god oplevelse hos vores bilrådgiver Emil. Tak for handlen. Vi håber, I er blevet rigtig glade for jeres nye bil.  Mvh [virksomhed] ;0;0
1457;Daniel;5;Fantastisk service af Morten, og fornuftige leasing priser. Kan klart anbefales;Hej Daniel Tusinde tak for din anmeldelse. Vi er glade for at høre, du har haft en god oplevelse hos vores bilrådgiver Morten og vil anbefale ham til andre.  Vi håber, du er blevet rigtig glad for din nye bil.  Mvh [virksomhed] ;0;0
1458;Steen;5;Rigtig god behandling. Stig Mikkelsen er en behagelig sælger, som gør en handel til en god oplevelse. Vi er ikke i tvivl om, at vi kommer igen  næste gang vi skal handel bil. Aunsbjerg i Odense kan kun anbefales.;Hej Steen. Tak for din fine anmeldelse. Dejligt I havde en rigtig god oplevelse hos vores bilrådgiver Stig i Odense. Vi er glade for, I vil anbefale ham til andre.  Tak for handlen. Vi håber, I er godt tilfredse med jeres nye bil. Kig endelig forbi en anden gang til en kop kaffe og en snak. I ønskes en dejlig dag. Mvh [virksomhed] ;1;0
1459;Carsten;5;Fantastisk oplevelse ved køb af brugt bil. Sælger (Medin) ydede en rigtig god service, fulgte op på tingene og gjorde det hele klar på bare fem hverdage. De bedste anbefalinger herfra 😊;Hej Carsten  Tak for din anmeldelse. Hvor er det skønt at høre, du har haft en fantastisk oplevelse hos vores bilrådgiver Medin.  Vi håber, du er blevet rigtig glad for din nye bil.  Mvh [virksomhed] ;0;0
1460;Hanad;5;Super god service af Stig i købet af min nye elbil, forløbet ligefra første besøg til købet af bilen var perfekt. En kompetent og rar mand, alt i alt en god oplevelse.;Hej Hanad Tusinde tak for din anmeldelse. Vi er glade for at høre, du har haft en god oplevelse hos vores bilrådgiver Stig.  Tak for handlen. Vi håber, du er blevet rigtig glad for din nye bil.  Mvh [virksomhed] ;0;0
1461;Martin;5;Philip gjorde det finno;Hej Martin Tusinde tak for din anmeldelse. Vi er glade for at høre, du har haft en god oplevelse hos vores bilrådgiver Philip. Tak for handlen. Vi håber, du er blevet rigtig glad for din nye bil.  Mvh [virksomhed] ;0;0
1462;Jacob;5;Super god handel med Maurits Eriksen 👍🏻;Hej  Tusinde tak for din anmeldelse. Vi er glade for at høre, du har haft en god oplevelse hos vores bilrådgiver Maurits.  Tak for handlen. Vi håber, du er blevet rigtig glad for din nye bil.  Mvh [virksomhed] ;0;0
1463;Maria;5;Rigtig dejlig og tryg oplevelse at handle bil ved Aunsbjerg Odense - Stig Mikkelsen er utrolig behagelig og gør at vi også en anden gang vil købe bil der igen. Vi bor i Jylland og også rart at hvis der efterfølgende skal laves noget på bilen, at vi kan køre til deres afdeling i Egå.;Hej Maria. Tak for din positive anmeldelse. Dejligt at høre I havde en god oplevelse hos vores bilrådgiver Stig i Odense. Vi håber, I er blevet rigtig glade for jeres nye bil.  Vi ser frem til at servicere jer og bilen hos vores anden afdeling, når tiden er. God dag herfra.  Mvh [virksomhed] ;1;0
1464;Cecilie;5;Super god oplevelse!  Lige fra vi træder ind ad døren ved Aunsbjerg Horsens,  til vi henter bilen ved Aunsbjerg Egå, har vi haft en rigtig god oplevelse. Vi følte os set, hørt og rigtig godt vejledt.  Kan kun anbefale at handle hos dem :);Hej Cecilie. Tak for din anmeldelse. Vi er glade, I har haft en rigtig god oplevelse hos begge vores afdelinger og har følt jer godt taget imod hver gang, I har besøgt os. Tak for jeres anbefaling og tak for handlen. Vi håber, I er godt tilfreds med jeres valg af bil. God dag til jer. Mvh [virksomhed] ;1;0
1465;MR;5;Vi har snakket med Morten over telefon. Vi have aftalt pris med Morten på vores bil. Så Vi kørte ned til deres afd. i Egå. 13/7 -23 Vi blev Mødt af Devin deres ny unge sælger og blev taget rigtig godt i mod. Vi prøvede forskellige biler. De spørgsmål vi stillede. Svare og forklar han tingen rigtig godt på. Var der nået han var i tvivl om. Så fik man ikke bare som man tit oplevere ved en sælger et gætte svar. Men han vil lige undersøge det og kom så tilbage med svar. Efter at have prøvekørt den bil vi vil have. Aftalte vi et tidspunkt. Hvor vi skulle komme tilbage og afhente bilen. Blev mødt af Jens som stod for levering Vi fik en god info af Jens vedr. bilens udstyr . Helt igennem en god oplevelse at handle hos dem. Johnny og Susanne   Og aftalt at kører ned og se;Hej Johnny og Susanne. Tusinde tak for jeres anmeldelse. Vi er glade for, I har haft en god oplevelse hos flere af vores bilrådgivere i forbindelse med jeres bilkøb. Hvor er det skønt at høre, I er blevet taget godt imod og har modtaget god kundeservice, hver gang I har været i kontakt med en fra vores afdeling.  Vi siger tak for handlen og håber, I er blevet rigtig glade for jeres nye bil. Mvh [virksomhed] ;1;0
1466;Flemming;5;Super god og seriøs bilhandel. Stor tilfredshed - kan kun anbefale at købe bil hos Stig i Odense;Hej Flemming  Tusinde tak for din anmeldelse. Vi er glade for at høre, du har haft en god oplevelse hos vores bilrådgiver Stig og har været fuldt ud tilfreds med det hele.  Tak for handlen. Vi håber, du er blevet rigtig glad for din nye bil.  Mvh [virksomhed] ;0;0
1467;Gert;5;Aunsbjerg Horsens. Tak for god, venlig og kompetent rådgivning / behandling i forbindelse med vores køb af bil. Vi er meget tilfredse med hele forløbet hos Aunsbjerg i Horsens.;Hej Gert Tusinde tak for din anmeldelse. Vi er glade for at høre, I har haft en god oplevelse hos en af vores bilrådgivere.  Tak for handlen. Vi håber, I er blevet rigtig glade for jeres nye bil.  Mvh [virksomhed] ;0;0
1468;Daniel;5;Fra første gang jeg træder ind i butiken bliver jeg taget rigtig godt imod af enes yücekbas der spørger om han kan hjælpe med noget hvor jeg så spørger ind til om han har den bil jeg var på ud kig efter han svar meget venlig at det har han og viser mig ud til den og forklar lidt om bil og spørger om jeg ville ud og prøve køre den. Efter turen sætter vi os ned og går igang med handlen. Han forklar tingen rigtig godt og hjælper mig ned alt jeg har af spørgsmål. Kan sige at det er ikke sidste gang jeg tager ned og handler her. Og ville helt klart forslåg mine venner der på udkig efter en ny bil at tag herned;Hej Daniel. Tak for din fine anmeldelse og for at dele din oplevelse med os. Vi er glade for at høre, det har været en behagelig proces hele vejen igennem hos vores bilrådgiver Enes.  Tusinde tak for handlen. Vi håber, du er blevet rigtig glad for din nye bil. Ha’ en skøn dag. Mvh [virksomhed] ;1;0
1469;Remi;5;God og professional betjening, der var god tryghed og tillid i forbindelse med købet af bilen.;Hej Remi Tusinde tak for din anmeldelse. Vi er glade for at høre, du har haft en god oplevelse i forbindelse med dit bilkøb.  Tak for handlen. Vi håber, du er blevet rigtig glad for din nye bil.  Mvh [virksomhed] ;0;0
1470;Kristian;5;God behandling gode folk Enes god service;Hej Kristian  Tusinde tak for din anmeldelse. Vi er glade for at høre, du har haft en god oplevelse hos vores bilrådgiver Enes. Tak for handlen. Vi håber, du er blevet rigtig glad for din nye bil.  Mvh [virksomhed] ;0;0
1471;Torben;5;Super god handel. Vi er meget glad for vores nye bil, en id4 gtx. vi var meget tilfredse med den rådgivning vi fik før under og efter handelen. En stor tak til Stig i Odense afdeling for den interesse han har vist os i forbindelse med handelen. Erna og Torben.;Hej Torben og Erna. Tak for jeres pæne anmeldelse. Vi er glade for at høre, I har haft en god oplevelse i forbindelse med købet af jeres nye bil. Dejligt Stig kunne hjælpe jer med en god og overskuelig proces.  Vi håber, I er blevet rigtig glade for jeres nye bil. Mvh [virksomhed] ;1;0
1472;Lene;5;God behandling, ordentlighed og der bliver passet godt på mors bil 😁;Hej Lene Tak for din anmeldelse. Vi er glade for at høre, du og din mor har været tilfredse med jeres oplevelse hos os.  Tak fordi I valgte [virksomhed]. Vi håber, vi kan hjælpe igen en anden gang.  Rigtig god dag.  Mvh [virksomhed] ;0;0
1473;Lsp;5;Tak til Rasmus for god service og en god vejledning til køb af Elbil. Vh. Lasse;Hej Lasse  Tusinde tak for din anmeldelse. Vi er glade for at høre, du har haft en god oplevelse hos vores bilrådgiver Rasmus.  Tak for handlen. Vi håber, du er blevet rigtig glad for din nye elbil.  Mvh [virksomhed] ;0;0
1474;Brian;5;Super god Cervice alt spiller Max. Super søde og kompetente medarbejder både i indskrivning og på værkstedet  En rigtig god oplevelse;Hej Brian Tak for din anmeldelse. Vi er glade for at høre, du har været tilfreds med din oplevelse hos os.  Tak fordi du valgte [virksomhed]. Vi håber, vi kan hjælpe igen en anden gang.  Rigtig god dag.  Mvh [virksomhed] ;0;0
1475;Maria;5;Rigtig god service, kan klart anbefales til andre :-);Hej Maria Tak for din anmeldelse. Vi er glade for at høre, du har været tilfreds med din oplevelse hos os.  Tak fordi du valgte [virksomhed]. Vi håber, vi kan hjælpe igen en anden gang.  Rigtig god dag.  Mvh [virksomhed] ;0;0
1476;Christian;5;God service. Philip var super behjælpsom og professionel, samt god til at kommunikere igennem hele forløbet, så man ikke var i tvivl om hvad der foregik. God service hele vejen igennem.;Hej Christian  Tusinde tak for din anmeldelse. Vi er glade for at høre, du har haft en god oplevelse hos vores bilrådgiver Philip. Dejligt han har kunne være behjælpelig gennem hele forløbet.  Tak for handlen. Vi håber, du er blevet rigtig glad for din nye bil.  Mvh [virksomhed] ;0;0
1477;Simone;5;God oplevelse at handle bil hos Philip i Kolding;Hej  Tusinde tak for din anmeldelse. Vi er glade for at høre, du har haft en god oplevelse hos vores bilrådgiver Philip. Tak for handlen. Vi håber, du er blevet rigtig glad for din nye bil.  Mvh [virksomhed] ;0;0
1478;KIM;5;Sælgers oprigtighed og service. Vi har lige handlet bil i Horsens og sælgeren Enes gav en fantastisk kundeoplevelse, allerede fra første kontakt, hurtig reaktion med skriftligt tilbud, god og fair forhandling og ved afhentning idag prima service, kan kun anbefale at handle her⭐️⭐️⭐️⭐️⭐️;Hej Kim. Tusinde tak for din anmeldelse. Vi er glade for at høre, I har haft en god oplevelse med god service hos vores bilrådgiver Enes. Tak for handlen og din anbefaling. Vi håber, I er blevet rigtig glade for jeres nye bil.  Mvh [virksomhed] ;1;0
1479;Johnny;5;Formidabel service!!!. For ca. 2 måneder siden, stod vi og skulle bruge en anden bil i en fart da den gamle var gået kold. Vi prøvede 4 biler hos Aunsbjerg i Egå og besluttede os for at lease en Citroen igennem dem. Dagen efter fortrød vi da vi vurderede, at der ikke var nok plads i den til vores behov. Vi fandt så ud af, at en AIways U5 kunne dække vores behov og vi skrev dette til Aunsbjerg. Vi blev efterfølgende sat i forbindelse med Alexander fra Aunsbjerg i Odense som gjorde alt, og jeg mener alt, for at vi kunne få bilen så hurtigt som muligt. Han undersøgte også et hav af andre ting omkring bilen og gud-hjælpe-mig om ikke han også sørgede for, at køre bilen op til os! Det var bare 110 procent klasseservice - og det gik stærkt!!! Første gang der var lidt bøvl med bilen (12V batteriet som løber tør i løbet af natten, åbenbart en total klassiker for AIways), så tog vi fat i Aunsbjerg for at få hjælp til at få batteriet skiftet. Det var dog ikke så lige til da der skulle laves målinger mv. og så var der noget med garantien også... Alt i alt, så kunne det godt blive en langstrakt affære... MEN, så var det at Sebastian fra Aunsbjerg i Odense sagde, at det dæleme ikke var noget vi skulle slås med, så han bookede en tid hos Aunsbjerg i Egå og så skulle jeg bare møde op så skulle de nok tage omkostningerne til et nyt batteri på deres regning - inklusiv arbejdsløn. Jeg mødte op til tiden, gav nøglen til en flink fyr fra værkstedet, tog en kop kaffe (faktisk 2) og fik arbejdet i en halv times tid hvorefter bilen var klar igen... Jeg kørte hjem og siden har vi ikke haft bøvl med 12V batteriet. Se, det var en super oplevelse - og jeg er ret sikker på, at vi går til dem igen når vi skal have en ny eller en ekstra bil! Tak!;Hej Johnny. Tusinde tak for at dele jeres oplevelse med jer. Det lyder til, I er blevet mødt af handledygtige og servicemindet medarbejdere, uanset hvilken afdeling I har besøgt.  Vi er glade for, at alt løste sig. Tusinde tak for anmeldelsen og for at vælge [virksomhed]. Vi ser frem til at være behjælpelige igen en anden gang.  Vi håber, I er blevet rigtig glade for jeres nye bil. Må I have en skøn dag.  Mvh [virksomhed] ;1;0
1480;Bjørn;5;En klar anbefaling. Lige fra vi trådte ind ad døren hos Aunsbjerg i Egå oplevede vi en god stemning og et højt serviceniveau. Her snakkede vi med Rasmus Duffill, som hurtigt fandt den bil frem, som vi gerne ville ud og prøvekøre. Da vi skulle købe bilen forløb alting sig problemfrit, og der gik ikke lang tid fra underskrift til vi kunne hente vores nye bil. Efterfølgende har der ikke været noget som helst. Vi vil helt sikker anbefale Aunsbjerg Egå og Rasmus Duffill til andre, som skal købe ny bil.  5 stjerner herfra.;Hej Bjørn. Tak for din fine anmeldelse. Vi er glade, I har haft en god oplevelse hele vejen igennem. Hvor er det skønt at høre, Rasmus har været behjælpelig og I vil anbefale ham til andre.  Vi håber, I er blevet rigtig glade for jeres nye bil. I ønskes en dejlig dag herfra. Mvh [virksomhed] ;1;0
1481;Jan;5;Meget hurtig til at ordne et problem, og god kommunikation både personligt og elektronisk;Hej Jan. Tusind tak for din anmeldelse. Vi er glade for at høre, du har været tilfreds med din oplevelse hos os og hurtigt fik løst dit problem.  Tak fordi du valgte [virksomhed]. Vi håber, vi kan hjælpe igen en anden gang.  Rigtig god dag. Mvh [virksomhed] ;1;0
1482;Josefine;5;Jeg skulle købe min egen bil for første gang. Fik lavet en rigtig god handel med en af deres medarbejdere. God service og flink personale. Kan klart anbefales til andre (nye) bilkøbere.;Hej Josefine. Tak for din pæne anmeldelse. Vi er glade for at høre, du har været fuldt ud tilfreds med din første købsoplevelse af bil hos os. Dejligt vi kunne hjælpe dig.  Tak for handlen. Vi håber, du er blevet rigtig glad for din nye bil.  Mvh [virksomhed] ;1;0
1483;Preben;5;Jeg er dybt imponeret over at se bilens undervogn. Jeg føler mig godt behandlet og med rimelige priser (jeg er jyde!). Gode forklaringer på, hvad der skal/burde gøres og mulighed for at sige nej. Som med læger og tandlæger stoler jeg på mine mekanikere.;Hej Preben. Tak for din fine anmeldelse. Vi er glade for at høre, du er tilfreds med vores priser og stoler blindt på vores dygtige mekanikere. Det betyder meget, at vores kunder føler, de trygt kan overlade deres biler hos et af vores værksteder.  Tak fordi du har valgt os. Vi ser frem til at hjælpe dig en anden gang.  Mvh [virksomhed] ;1;0
1484;Lene;5;Vi fik super god service af Stig Mikkelsen, og blev guidet hele vejen til et køb, vi er rigtig glade for.  Vh Mads og Lene;Hej Mads og Lene  Tusinde tak for jeres anmeldelse. Vi er glade for at høre, I har haft en god oplevelse hos vores bilrådgiver Stig.  Tak for handlen. Vi håber, I er blevet rigtig glade for jeres nye bil.  Mvh [virksomhed] ;0;0
1485;Jens;5;Fin oplevelse og betjening af senior bilrådgiver Thomas Bech i forbindelse med bilskifte. Jens L.;Hej Jens  Tusinde tak for din anmeldelse. Vi er glade for at høre, du har haft en god oplevelse hos vores bilrådgiver Thomas.  Tak for handlen. Vi håber, du er blevet rigtig glad for din nye bil.  Mvh [virksomhed] ;0;0
1486;Jørn;5;God service;Hej Jørn Tak for din anmeldelse. Vi er glade for at høre, du har været tilfreds med din oplevelse hos os.  Tak fordi du valgte [virksomhed]. Vi håber, vi kan hjælpe igen en anden gang.  Rigtig god dag.  Mvh [virksomhed] ;0;0
1487;Lars;5;Fantastisk behandling. pro sælger, hurtig handel, alle aftaler overholdt, levering til aftalt tid, kun godt at sige her fra.;Hej Lars Tak for din anmeldelse. Vi er glade for at høre, du har været tilfreds med din oplevelse hos os.  Tak fordi du valgte [virksomhed]. Vi håber, du er blevet glad for din nye bil. Rigtig god dag.  Mvh [virksomhed] ;0;0
1488;Sonja;5;En rigtig god og kompetent oplevelse at handle bil hos Maurits Eriksen🙂👍;Hej Sonja  Tusinde tak for din anmeldelse. Vi er glade for at høre, du har haft en god oplevelse hos vores bilrådgiver Maurits.  Tak for handlen. Vi håber, du er blevet rigtig glad for din nye bil.  Mvh [virksomhed] ;0;0
1489;Per;5;Enes gav os en god og høflig betjening. Hurtig og effektiv handel begge veje, hvilket er som det skal være når vi kommer fra Bornholm og skal handle bil.;Hej Per Tusinde tak for din anmeldelse. Vi er glade for at høre, I har haft en god oplevelse hos vores bilrådgiver Enes.  Tak for handlen. Vi håber, I er blevet rigtig glade for jeres nye bil og kom godt hjem til solskinsøen.  Mvh [virksomhed] ;0;0
1490;Kaj;5;Troværdig sælger og god hurtig levering af den nye bil;Hej Kaj Tak for din anmeldelse. Vi er glade for at høre, du har været tilfreds med din oplevelse hos os. Tak fordi du valgte [virksomhed]. Vi håber, du er blevet glad for din nye bil. Rigtig god dag. Mvh [virksomhed];0;0
1491;Poul;5;God service og god sælger, tak til Stig Mikkelsen;Hej Poul Tusinde tak for din anmeldelse. Vi er glade for at høre, du har haft en god oplevelse hos vores bilrådgiver Stig. Tak for handlen. Vi håber, du er blevet rigtig glad for din nye bil.  Mvh [virksomhed] ;0;0
1492;Karina;5;Super god behandling/ betjening. Jeg købte min nye bil ved Aunsbjerg i Odense, hvor jeg fik en super god betjening af Stig Mikkelsen. Når man som jeg ikke har nogen som helst forstand på biler, er det vigtigt man føler sig tryg, hvilket jeg helt bestemt gjorde, kan kun give Aunsbjerg og Stig  Mikkelsen min bedste anbefaling.;Hej Karina. Tusinde tak for din anmeldelse. Vi er glade for at høre, du har haft en god og tryg oplevelse hos vores bilrådgiver Stig. Vi håber, I sammen fandt den helt rigtige løsning til dig. Mvh [virksomhed] ;1;0
1493;Mong;5;Maurits Det er meget glæder for handler;Hej Mons  Tusinde tak for din anmeldelse. Vi er glade for at høre, du har haft en god oplevelse hos vores bilrådgiver Maurits.  Tak for handlen. Vi håber, du er blevet rigtig glad for din nye bil.  Mvh [virksomhed] ;0;0
1494;Lone;5;Thomas var god til at forklare forskellige ting vedr køb af en elbil, VW ID.3 EL Pro Performance da nogle ting var lidt svært at forstå. Havde en veninde med og sammen fik de mig til at forstå de små dvære ting, dejligt. God stemning i butikken og alle meget imødekommende.;Hej Lone. Tak for din anmeldelse. Dejligt at Thomas var god til at sætte dig ind i tingene vedrørende din nye bil, så du kunne køre trygt herfra.  Tak for handlen. Vi håber, du er blevet rigtig glad for din nye elbil.  Mvh [virksomhed] ;1;0
1495;Line;5;Købte bil ved Aunsbjerg Horsens, hvor jeg havde en rigtig god og behagelig sælger - Lauritz Vildrik. Kan virkelig anbefale ham. Rigtig god rådgivning og gennemgang af bilen. Han var hurtig til at få bilen gjort klar, så jeg kunne hente den 4 dage senere. Vil klart anbefale Lauritz. Meget professionel sælger.;Hej Line. Tusinde tak for din anmeldelse og anbefaling. Vi er glade for at høre, du har haft en god oplevelse med kyndig rådgivning hos vores bilrådgiver Lauritz.  Tak for handlen. Vi håber, du er blevet rigtig glad for din nye bil.  Mvh [virksomhed] ;1;0
1496;Lill;5;Dæktryks tjek. Venlig betjening og top service;Hej Lill Tak for din anmeldelse. Vi er glade for at høre, du har været tilfreds med din oplevelse hos os.  Tak fordi du valgte [virksomhed]. Vi håber, vi kan hjælpe igen en anden gang.  Rigtig god dag.  Mvh [virksomhed] ;0;0
1497;Lene;5;Fantastisk god og professionel service. Kan helt klart anbefale Aunsbjerg.;Hej Lene Tak for din anmeldelse og anbefaling. Vi er glade for at høre, du har været tilfreds med din oplevelse hos os.  Tak fordi du valgte [virksomhed]. Vi håber, vi kan hjælpe igen en anden gang.  Rigtig god dag.  Mvh [virksomhed] ;0;0
1498;Verner;5;Havde en god oplevelse da jeg handlede bil ved Philip;Hej Verner Tusinde tak for din anmeldelse. Vi er glade for at høre, du har haft en god oplevelse hos vores bilrådgiver Philip.  Tak for handlen. Vi håber, du er blevet rigtig glad for din nye bil.  Mvh [virksomhed] ;0;0
1499;Søren;5;Fremragende service hos Aunsbjerg Horsens. Ved køb af en brugt Polestar 2 hos Aunsbjerg i Horsens, oplevede jeg usædvanlig god service gennem hele processen fra Maurits og Daniel. Bilen, som stod i deres afdeling i Odense, blev fragtet til Horsens dagen efter min henvendelse. Aunsbjerg leverede en nærmest ny bil og jeg kunne ikke være mere tilfreds. Tak til de to eminente herre hos Aunsbjerg i Horsens - her handler jeg næste gang og kan kun anbefale andre at gøre det samme!;Hej Søren. Tak for din pæne anmeldelse. Vi er glade for at høre, du har  haft en suveræn oplevelse ved køb af din Polestar hos vores afdeling i Horsens.  Dejligt du er tilfreds, for så er vi det samme!  Tak for handlen. Vi håber, den kører som en drøm.  Mvh [virksomhed] ;1;0
1500;Jonna;5;Købe af ny Opel. I forbindelse med køb af Opel Crossland x  innovation, betjent af Stig Mikkelsen. Har modtaget en helt utrolig og behagelig gennemgang afgøres nye bil. Der er blevet taget god tid/ samt svaret godt på de spørgsmål der måtte være. Helt igennem en behagelig oplevelse derfra .MVH j og H Stærk;Hej Jonna Tusinde tak for din anmeldelse. Vi er glade for at høre, du har haft en god oplevelse hos vores bilrådgiver Stig. Tak for handlen. Vi håber, du er blevet rigtig glad for din nye bil.  Mvh [virksomhed] ;0;0
1501;Britt;5;Det bedst ønskelige service. Den bedst ønskelige service. Vælg Maurits hos Aunsbjerg Horsens - og så er der garanti for en god handel og ypperlig service.;Hej Britt Tusinde tak for din anmeldelse. Vi er glade for at høre, du har haft en god oplevelse hos vores bilrådgiver Maurits.  Tak for handlen. Vi håber, du er blevet rigtig glad for din nye bil.  Mvh [virksomhed] ;0;0
1502;Thomas;5;Det gik smertefrit det hele 😬;Hej Thomas Tak for din anmeldelse. Vi er glade for at høre, du har været tilfreds med din oplevelse hos os.  Tak fordi du valgte [virksomhed]. Vi håber, vi kan hjælpe igen en anden gang.  Rigtig god dag.  Mvh [virksomhed] ;0;0
1503;Ejnar;5;Jeg har haft en god oplevelse ang. info og køb af bil af Phillip. Er virkelig blevet godt informeret og er rigtig godt tilfreds med min handel med Phillip;Hej Ejnar Tusinde tak for din anmeldelse. Vi er glade for at høre, du har haft en god oplevelse hos vores bilrådgiver Philip.  Tak for handlen. Vi håber, du er blevet rigtig glad for din nye bil.  Mvh [virksomhed] ;0;0
1504;Mads;5;Laurits fra Aunsbjerg har ydet fantastisk service og har været enormt behjælpelig og ærlig i vurdering af hvad vi havde brug for og hvad han mente ikke gav mening for os. Det har været rigtig trygt og godt at handle ved ham.;Hej Mads  Tak for din anmeldelse. Hvor er det dejligt at høre, I har været enormt tilfredse med jeres besøg hos vores bilrådgiver Lauritz. Vi håber, I sammen fandt den helt rigtige bil til jer.  Rigtig god dag  Mvh [virksomhed] ;0;0
1505;Bo;5;Jeg kan varmt anbefale Aunsbjerg Biler og specielt Medin Sarac, som udviste stort kundefokus og forståelse.;Hej Bo  Tusinde tak for din anmeldelse og anbefaling. Vi er glade for at høre, du har haft en god oplevelse hos vores bilrådgiver Medin.  Tak for handlen. Vi håber, du er blevet rigtig glad for din nye bil.  Mvh [virksomhed] ;0;0
1506;Sergiy;5;Jeg er meget tilfreds med arbejde af Thomas Bech, der arbejder på Aunsbjerg i Kolding. Han er en af ​​de bedste fagfolk inden for sit felt, som jeg har mødt.;Hej Sergjy Tusinde tak for din anmeldelse. Vi er glade for at høre, du har haft en god oplevelse hos vores bilrådgiver Thomas.  Tak for besøget. Vi håber, I sammen fandt den helt rigtige billøsning til dig.  Mvh [virksomhed] ;0;0
1507;Claus;5;Jeg vil gerne give Enes fra Aunsbjerg en stor tak for den fantastiske oplevelse, jeg havde med at købe en bil hos ham. Hele processen, lige fra den første kontakt til efter handlen, var simpelthen en fornøjelse. Enes var utrolig imødekommende og professionel, og han tog sig tid til at forstå mine behov og ønsker. Han var ærlig og gav mig ærlige råd, hvilket gjorde hele købsprocessen let og tillidsfuld. Under selve handlen blev jeg godt informeret om alle detaljer, og Enes sørgede for, at alt var i orden med bilen, før jeg kørte den hjem. Han leverede en flot, top klargjort bil, der opfyldte alle mine forventninger. Efter handlen har Enes været tilgængelig for eventuelle spørgsmål eller bekymringer, jeg havde. Han har virkelig vist, at han sætter kundetilfredshed højt. Samlet set har det været en førsteklasses oplevelse at handle bil hos Enes, og jeg kan varmt anbefale ham samt Aunsbjerg til alle, der leder efter en pålidelig og professionel bilforhandler. Tak, Enes, for en fremragende service!;Hej Claus. Tak for din anmeldelse og anbefaling. Vi er glade for at høre, du har været fuldt ud tilfreds med at blive serviceret af Enes hele vejen igennem købsprocessen. Dejligt du har følt dig velinformeret og i trygge hænder. Vi sender rosen videre. Tak for handlen. Vi håber, du er blevet rigtig glad for din nye bil. Mvh [virksomhed] ;1;0
1508;Liselotte;5;Jeg har fået en god servise af  maurits Eriksen;Hej Liselotte. Mange tak for din anmeldelse. Vi er glade for at høre, du har haft en god oplevelse og service hos vores bilrådgiver Maurits. Vi håber, vi kan hjælpe dig igen en anden gang. Må du have en dejlig dag.  Mvh [virksomhed] ;1;0
1509;Martin;5;Jeg havde en rigtig god oplevelse af mit bilkøb, jeg snakkede med Philip som var meget hjælpsom ved, da vi bor langt væk, at sende en video af bilen efter vores ønsker og derfor endte vi også med at købe bil hos Aunsbjerg. Så tak for hjælpen til Philip fra Aunsbjerg  Mvh Martin;Hej Martin  Tak for din anmeldelse. Vi er glade for, I har haft en rigtig god oplevelse med Philip og at han kunne behjælpelig på trods af afstandend.  Vi håber, I er blevet rigtig glade for jeres nye bil.  Mvh [virksomhed] ;0;0
1510;Jesper;5;Har haft en fantastik købs og levringsoplevelse fra Lauritz i Horsens afdelingen.  Klasse service før, under og efter handel af Golf GTE;Hej Jesper  Tusinde tak for din anmeldelse. Vi er glade for at høre, du har haft en god oplevelse hos vores bilrådgiver Lauritz.  Tak for handlen. Vi håber, du er blevet rigtig glad for din nye Golf GTE. Mvh [virksomhed] ;0;0
